run,generation_line,generation,rule_id,status,matched_previous_rule_id,similarity,category,rule_text,previous_rule_text
5 generationLine3,direct,8,00147,persisted,00136,1.0,Communication|Spatial Coordination & Architecture|Self Preservation,"If health <14 or teammate <14: eat until full, send ""Low health [X]. Retreating to (-20, 0, -10)."", move to (-20, 0, -10); do NOTHING else.","If health <14 or teammate <14: eat until full, send ""Low health [X]. Retreating to (-20, 0, -10)."", move to (-20, 0, -10); do NOTHING else."
5 generationLine3,direct,8,00148,mutated,00137,0.851,Communication|Self Preservation,"Send messages on: damage (health [X]), 3+ zombies ([count] at [dists]), teammate low health <14.","Send message to teammates on damage (health [X]), health <16, 3+ zombies ([count] at [dists]), teammate low health."
5 generationLine3,direct,8,00149,mutated,00138,0.804,Communication|Mutualism|Self Preservation,"Coordinate attack only: <3 zombies all <5 blocks, health >=16, equipped, stationary/safe, no teammate retreating. Send ""Focusing zombie [closest ID]!"", then melee ONLY that ID.","Proactively coordinate: if <3 zombies all <5 blocks, health >=16, equipped/safe/not moving, send ""Focusing zombie [closest ID]!"", melee ONLY that ID."
5 generationLine3,direct,8,00150,new,,,Self Preservation,"Melee single zombie ONLY after sending ""Focusing [ID]"", no zombies <8 blocks except target, health >=16, safe/stationary.",
5 generationLine3,direct,8,00151,mutated,00142,0.766,Spatial Coordination & Architecture|Self Preservation,"If no threats, health >=16, not retreating: move to (-20, 0, -10).","If no threats, health >=16: move to safe spot (-20, 0, -10)."
5 generationLine3,direct,8,00152,new,,,Communication|Spatial Coordination & Architecture|Self Preservation,"NEVER: attack without message/coordination, solo uncoordinated, multiple zombies, health <16, 3+ zombies, moving/retreating, unequipped/do_nothing with threats, ignore teammate retreat calls.",
5 generationLine3,direct,8,,disappeared,00139,,Self Preservation,,"Bow only single zombie >12 blocks, no threats <8 blocks, health >=16."
5 generationLine3,direct,8,,disappeared,00141,,Self Preservation,,"Melee only coordinated single zombie, health >=16, equipped, safe/sheltered, not moving."
5 generationLine3,direct,8,,disappeared,00143,,Communication|Self Preservation,,"Avoid attacking multiple zombies/without message, unequipped, health <16, 3+ zombies, moving, uncoordinated, or while retreating."
5 generationLine3,direct,9,00153,persisted,00144,1.0,Communication|Self Preservation,"Immediately upon pickup: equip stone_sword (main hand), then leather_chestplate (torso). Send ""Equipped and ready."" only after both.","Immediately upon pickup: equip stone_sword (main hand), then leather_chestplate (torso). Send ""Equipped and ready."" only after both."
5 generationLine3,direct,9,00154,persisted,00145,1.0,Communication|Self Preservation,"Eat bread until full as FIRST action after ANY damage or health <16. Then send ""Health [X]."".","Eat bread until full as FIRST action after ANY damage or health <16. Then send ""Health [X].""."
5 generationLine3,direct,9,00155,mutated,00146,0.981,Communication|Spatial Coordination & Architecture|Self Preservation,"On own or teammate ""2+ zombies!"" or ""retreat"" message: send ""2+ zombies! All retreat to (-20, 0, -10)!"" if own 2+, immediately move to (-20, 0, -10); do NOTHING else until arrived/safe.","On own or teammate ""3+ zombies!"" or ""retreat"" message: send ""3+ zombies! All retreat to (-20, 0, -10)!"" if own 3+, immediately move to (-20, 0, -10); do NOTHING else until arrived/safe."
5 generationLine3,direct,9,00156,persisted,00147,1.0,Communication|Spatial Coordination & Architecture|Self Preservation,"If health <14 or teammate <14: eat until full, send ""Low health [X]. Retreating to (-20, 0, -10)."", move to (-20, 0, -10); do NOTHING else.","If health <14 or teammate <14: eat until full, send ""Low health [X]. Retreating to (-20, 0, -10)."", move to (-20, 0, -10); do NOTHING else."
5 generationLine3,direct,9,00157,mutated,00148,0.988,Communication|Self Preservation,"Send messages on: damage (health [X]), 2+ zombies ([count] at [dists]), teammate low health <14.","Send messages on: damage (health [X]), 3+ zombies ([count] at [dists]), teammate low health <14."
5 generationLine3,direct,9,00158,mutated,00149,0.975,Communication|Mutualism|Self Preservation,"Coordinate attack only: 1 zombie <5 blocks, health >=16, equipped, stationary/safe, no teammate retreating. Send ""Focusing zombie [closest ID]!"", then melee ONLY that ID.","Coordinate attack only: <3 zombies all <5 blocks, health >=16, equipped, stationary/safe, no teammate retreating. Send ""Focusing zombie [closest ID]!"", then melee ONLY that ID."
5 generationLine3,direct,9,00159,persisted,00150,1.0,Self Preservation,"Melee single zombie ONLY after sending ""Focusing [ID]"", no zombies <8 blocks except target, health >=16, safe/stationary.","Melee single zombie ONLY after sending ""Focusing [ID]"", no zombies <8 blocks except target, health >=16, safe/stationary."
5 generationLine3,direct,9,00160,persisted,00151,1.0,Spatial Coordination & Architecture|Self Preservation,"If no threats, health >=16, not retreating: move to (-20, 0, -10).","If no threats, health >=16, not retreating: move to (-20, 0, -10)."
5 generationLine3,direct,9,00161,mutated,00152,0.994,Communication|Spatial Coordination & Architecture|Self Preservation,"NEVER: attack without message/coordination, solo uncoordinated, multiple zombies, health <16, 2+ zombies, moving/retreating, unequipped/do_nothing with threats, ignore teammate retreat calls.","NEVER: attack without message/coordination, solo uncoordinated, multiple zombies, health <16, 3+ zombies, moving/retreating, unequipped/do_nothing with threats, ignore teammate retreat calls."
5 generationLine3,direct,10,00162,persisted,00153,1.0,Communication|Self Preservation,"Immediately upon pickup: equip stone_sword (main hand), then leather_chestplate (torso). Send ""Equipped and ready."" only after both.","Immediately upon pickup: equip stone_sword (main hand), then leather_chestplate (torso). Send ""Equipped and ready."" only after both."
5 generationLine3,direct,10,00163,new,,,Communication|Spatial Coordination & Architecture|Self Preservation,"PRIORITY 1 (always first): If own/teammate health <16, ""low health""/""retreat"" msg, or 2+ zombies: eat bread until full if <16, send ""Low health [X]. Retreating to (-20, 0, -10). All retreat!"", move to (-20, 0, -10); NOTHING else until arrived/safe. Ignore damage/zombie events during retreat.",
5 generationLine3,direct,10,00164,mutated,00154,0.816,Communication|Self Preservation,"PRIORITY 2: Eat bread until full FIRST after ANY damage or health <16. Send ""Health [X]."" after.","Eat bread until full as FIRST action after ANY damage or health <16. Then send ""Health [X].""."
5 generationLine3,direct,10,00165,became more specific,00157,0.784,Communication|Spatial Coordination & Architecture|Self Preservation,"Send messages on: damage (after heal ""Health [X]""), own 2+ zombies (""[count] zombies at [dists]""), teammate low health/2+ zombies/retreat.","Send messages on: damage (health [X]), 2+ zombies ([count] at [dists]), teammate low health <14."
5 generationLine3,direct,10,00166,new,,,Communication|Spatial Coordination & Architecture|Self Preservation,"Attack ONLY: stationary/safe, health >=18, equipped, no retreat/low msgs, exactly 1 zombie YOU detect <5 blocks, no others <8 blocks. Send ""Focusing zombie [ID]!"", melee ONLY that ID if conditions still hold.",
5 generationLine3,direct,10,00167,new,,,Communication|Self Preservation,"On teammate ""Focusing [ID]"": if THAT ID is your ONLY zombie <5 blocks (no others <8), health >=18/safe/etc, send ""Joining zombie [ID]!"", melee ONLY it.",
5 generationLine3,direct,10,00168,became less specific,00160,0.632,Self Preservation,"Default/no threats/healthy/safe: stay stationary at (-20, 0, -10).","If no threats, health >=16, not retreating: move to (-20, 0, -10)."
5 generationLine3,direct,10,00169,became more specific,00161,0.597,Spatial Coordination & Architecture|Self Preservation,"NEVER: attack without SELF detection of target <5 blocks as closest/only, blind teammate IDs, multiple/unsure zombies, health <18, moving/retreat/low msg, unequipped, ignore priorities/retreat calls, do nothing with close threats.","NEVER: attack without message/coordination, solo uncoordinated, multiple zombies, health <16, 2+ zombies, moving/retreating, unequipped/do_nothing with threats, ignore teammate retreat calls."
5 generationLine3,direct,10,,disappeared,00155,,Communication|Spatial Coordination & Architecture|Self Preservation,,"On own or teammate ""2+ zombies!"" or ""retreat"" message: send ""2+ zombies! All retreat to (-20, 0, -10)!"" if own 2+, immediately move to (-20, 0, -10); do NOTHING else until arrived/safe."
5 generationLine3,direct,10,,disappeared,00156,,Communication|Spatial Coordination & Architecture|Self Preservation,,"If health <14 or teammate <14: eat until full, send ""Low health [X]. Retreating to (-20, 0, -10)."", move to (-20, 0, -10); do NOTHING else."
5 generationLine3,direct,10,,disappeared,00158,,Communication|Mutualism|Self Preservation,,"Coordinate attack only: 1 zombie <5 blocks, health >=16, equipped, stationary/safe, no teammate retreating. Send ""Focusing zombie [closest ID]!"", then melee ONLY that ID."
5 generationLine3,direct,10,,disappeared,00159,,Self Preservation,,"Melee single zombie ONLY after sending ""Focusing [ID]"", no zombies <8 blocks except target, health >=16, safe/stationary."
6 generationLine4,direct,2,00170,new,,,Self Preservation,Equip leather_chestplate and stone_sword immediately after loot pickup.,
6 generationLine4,direct,2,00171,new,,,Spatial Coordination & Architecture,Move to nearby teammate's position to pair up.,
6 generationLine4,direct,2,00172,new,,,Communication|Self Preservation,"Communicate loot status, incoming threats by ID/distance, low health, and plans.",
6 generationLine4,direct,2,00173,new,,,Mutualism,"Attack closest zombies first (<5 blocks): use bow for range, melee if very close.",
6 generationLine4,direct,2,00174,new,,,Self Preservation,Eat bread until full whenever health <10.,
6 generationLine4,direct,2,00175,new,,,Self Preservation,Stay grouped; avoid distant moves that attract new mobs.,
6 generationLine4,direct,2,00176,new,,,Self Preservation,Prioritize threats over movement; heal before relocating.,
6 generationLine4,direct,2,00177,new,,,Spatial Coordination & Architecture,Use oak planks to build quick 2x2 shelter after mobs cleared.,
6 generationLine4,direct,3,00178,became more specific,00170,0.597,Mutualism|Self Preservation,"Equip leather_chestplate immediately after loot pickup, before moving or attacking; prepare bow for range attacks.",Equip leather_chestplate and stone_sword immediately after loot pickup.
6 generationLine4,direct,3,00179,became more specific,00171,0.596,Spatial Coordination & Architecture,Move to nearby teammate only if no threats within 10 blocks.,Move to nearby teammate's position to pair up.
6 generationLine4,direct,3,00180,mutated,00172,0.732,Communication|Self Preservation,"Communicate loot, threats by ID/distance, low health <10, teammate deaths, and shelter plans.","Communicate loot status, incoming threats by ID/distance, low health, and plans."
6 generationLine4,direct,3,00182,became more specific,00174,0.661,Self Preservation,Eat bread until full immediately when health <10; combine with attacks.,Eat bread until full whenever health <10.
6 generationLine4,direct,3,00183,new,,,Self Preservation,Stay grouped in place during threats; avoid all movement.,
6 generationLine4,direct,3,00185,new,,,Spatial Coordination & Architecture|Self Preservation,"After every mob clear and full heal, build quick 2x2 oak plank shelter.",
